[2025-07-02 13:14:46] Key: 3 | CPU: 0.0% | RAM: 87.2% | Disk: 59077925888 | Net: (25666232, 143239374) | Procs: 214
[2025-07-02 13:17:55] Key: r | CPU: 7.9% | RAM: 84.9% | Disk: 59427278848 | Net: (25790567, 143377729) | Procs: 221
[2025-07-02 13:17:55] Key: f | CPU: 3.2% | RAM: 84.9% | Disk: 59427278848 | Net: (25790567, 143377791) | Procs: 221
[2025-07-02 13:17:55] Key: 9 | CPU: 1.2% | RAM: 84.9% | Disk: 59427594752 | Net: (25790567, 143377853) | Procs: 221
[2025-07-02 13:17:56] Key: y | CPU: 2.5% | RAM: 84.9% | Disk: 59427594752 | Net: (25790567, 143377913) | Procs: 221
[2025-07-02 13:17:56] Key: 0 | CPU: 3.1% | RAM: 84.9% | Disk: 59427594752 | Net: (25790567, 143377967) | Procs: 221
[2025-07-02 13:17:56] Key: I | CPU: 4.2% | RAM: 84.9% | Disk: 59427594752 | Net: (25790567, 143377967) | Procs: 221
[2025-07-02 13:17:57] Key: e | CPU: 3.7% | RAM: 85.0% | Disk: 59429593600 | Net: (25790567, 143377967) | Procs: 221
[2025-07-02 13:17:57] Key: I | CPU: 3.8% | RAM: 84.9% | Disk: 59429630464 | Net: (25790567, 143377967) | Procs: 220
[2025-07-02 13:17:57] Key: 3 | CPU: 1.8% | RAM: 84.6% | Disk: 59429630464 | Net: (25790567, 143377967) | Procs: 220
[2025-07-02 13:17:58] Key: W | CPU: 0.6% | RAM: 84.6% | Disk: 59429630464 | Net: (25790567, 143378029) | Procs: 220
[2025-07-02 13:17:58] Key: g | CPU: 5.9% | RAM: 84.6% | Disk: 59445720064 | Net: (25790654, 143378168) | Procs: 220
[2025-07-02 13:17:58] Key: C | CPU: 1.3% | RAM: 84.6% | Disk: 59445720064 | Net: (25790654, 143378168) | Procs: 220
[2025-07-02 13:17:59] Key: h | CPU: 0.0% | RAM: 84.6% | Disk: 59445720064 | Net: (25790654, 143378168) | Procs: 220
[2025-07-02 13:17:59] Key: n | CPU: 1.2% | RAM: 84.6% | Disk: 59445720064 | Net: (25790654, 143378394) | Procs: 220
[2025-07-02 13:17:59] Key: U | CPU: 0.6% | RAM: 84.6% | Disk: 59446786560 | Net: (25790654, 143378394) | Procs: 220
[2025-07-02 13:18:00] Key: K | CPU: 2.4% | RAM: 84.6% | Disk: 59446786560 | Net: (25790654, 143378454) | Procs: 220
[2025-07-02 13:18:00] Key: N | CPU: 2.5% | RAM: 84.6% | Disk: 59446786560 | Net: (25790774, 143378508) | Procs: 220
[2025-07-02 13:18:00] Key: 3 | CPU: 3.7% | RAM: 84.6% | Disk: 59446786560 | Net: (25790774, 143378631) | Procs: 220
[2025-07-02 13:18:01] Key: l | CPU: 3.6% | RAM: 83.3% | Disk: 59446786560 | Net: (25790774, 143378631) | Procs: 219
[2025-07-02 13:18:01] Key: S | CPU: 3.1% | RAM: 83.3% | Disk: 59446801920 | Net: (25790774, 143378631) | Procs: 219
[2025-07-02 13:18:01] Key: p | CPU: 4.9% | RAM: 83.3% | Disk: 59446801920 | Net: (25790774, 143378631) | Procs: 219
[2025-07-02 13:18:02] Key: h | CPU: 5.0% | RAM: 83.9% | Disk: 59446801920 | Net: (25790774, 143378685) | Procs: 221
[2025-07-02 13:18:02] Key: u | CPU: 4.3% | RAM: 84.4% | Disk: 59446801920 | Net: (25790774, 143378807) | Procs: 221
[2025-07-02 13:18:02] Key: p | CPU: 6.0% | RAM: 84.3% | Disk: 59446801920 | Net: (25790774, 143378807) | Procs: 221
[2025-07-02 13:18:04] Key: l | CPU: 4.4% | RAM: 84.0% | Disk: 59447031296 | Net: (25795744, 143379395) | Procs: 221
[2025-07-02 13:18:04] Key: T | CPU: 18.2% | RAM: 84.6% | Disk: 59447055872 | Net: (25806058, 143401312) | Procs: 221
[2025-07-02 13:18:05] Key: l | CPU: 10.1% | RAM: 85.4% | Disk: 59447100928 | Net: (25809892, 143403021) | Procs: 221
[2025-07-02 13:18:05] Key: 4 | CPU: 10.6% | RAM: 85.6% | Disk: 59447432704 | Net: (25809946, 143403246) | Procs: 221
[2025-07-02 13:18:05] Key: m | CPU: 8.5% | RAM: 86.5% | Disk: 59447432704 | Net: (25810000, 143403416) | Procs: 221
[2025-07-02 13:18:06] Key: V | CPU: 32.8% | RAM: 87.2% | Disk: 59447432704 | Net: (25821703, 143404540) | Procs: 226
[2025-07-02 13:18:06] Key: P | CPU: 56.4% | RAM: 89.4% | Disk: 59447817728 | Net: (25833318, 143467400) | Procs: 226
[2025-07-02 13:18:06] Key: i | CPU: 14.6% | RAM: 89.8% | Disk: 59448041472 | Net: (25852243, 143501093) | Procs: 226
[2025-07-02 13:18:07] Key: r | CPU: 17.0% | RAM: 90.7% | Disk: 59448041472 | Net: (25852491, 143501159) | Procs: 226
[2025-07-02 13:18:07] Key: b | CPU: 63.6% | RAM: 90.7% | Disk: 59448082432 | Net: (25877569, 143533856) | Procs: 227
[2025-07-02 13:18:07] Key: J | CPU: 34.9% | RAM: 92.9% | Disk: 59448107008 | Net: (25881359, 143588516) | Procs: 228
[2025-07-02 13:18:08] Key: 2 | CPU: 7.5% | RAM: 92.3% | Disk: 59448107008 | Net: (25886358, 143599412) | Procs: 228
[2025-07-02 13:18:08] Key: B | CPU: 25.7% | RAM: 92.3% | Disk: 59448418304 | Net: (25888017, 143601247) | Procs: 228
[2025-07-02 13:18:08] Key: k | CPU: 15.4% | RAM: 90.7% | Disk: 59543957504 | Net: (25899009, 143761830) | Procs: 228
[2025-07-02 13:18:09] Key: m | CPU: 9.8% | RAM: 88.8% | Disk: 59719966720 | Net: (25911720, 143785818) | Procs: 228
[2025-07-02 13:18:09] Key: T | CPU: 18.5% | RAM: 89.2% | Disk: 59724616192 | Net: (25921562, 143803340) | Procs: 229
[2025-07-02 13:18:09] Key: 1 | CPU: 14.0% | RAM: 90.3% | Disk: 59724702208 | Net: (25933798, 143810772) | Procs: 229
[2025-07-02 13:18:10] Key: t | CPU: 15.9% | RAM: 91.3% | Disk: 59724739072 | Net: (25935150, 143819904) | Procs: 229
[2025-07-02 13:18:10] Key: l | CPU: 46.4% | RAM: 93.5% | Disk: 59724739072 | Net: (25952625, 143840229) | Procs: 229
[2025-07-02 13:18:10] Key: I | CPU: 14.2% | RAM: 94.4% | Disk: 59724755456 | Net: (25956226, 143843459) | Procs: 229
[2025-07-02 13:18:11] Key: M | CPU: 26.1% | RAM: 93.4% | Disk: 59725117952 | Net: (25991507, 144144326) | Procs: 229
[2025-07-02 13:18:11] Key: s | CPU: 15.9% | RAM: 95.0% | Disk: 59725155840 | Net: (26013689, 144201863) | Procs: 229
[2025-07-02 13:18:11] Key: N | CPU: 27.5% | RAM: 95.0% | Disk: 59725155840 | Net: (26035248, 144241508) | Procs: 229
[2025-07-02 13:18:11] Key: M | CPU: 16.6% | RAM: 94.7% | Disk: 59726200320 | Net: (26068198, 144285127) | Procs: 229
[2025-07-02 13:18:12] Key: 5 | CPU: 23.1% | RAM: 94.6% | Disk: 59733991936 | Net: (26089098, 144326866) | Procs: 229
[2025-07-02 13:18:12] Key: K | CPU: 8.2% | RAM: 93.2% | Disk: 59733991936 | Net: (26090745, 144327135) | Procs: 229
[2025-07-02 13:18:12] Key: p | CPU: 10.6% | RAM: 93.2% | Disk: 59733991936 | Net: (26091735, 144328213) | Procs: 229
[2025-07-02 13:18:13] Key: S | CPU: 3.6% | RAM: 93.1% | Disk: 59734139392 | Net: (26092200, 144329582) | Procs: 229
[2025-07-02 13:18:13] Key: R | CPU: 2.9% | RAM: 93.1% | Disk: 59736236544 | Net: (26106335, 144344899) | Procs: 229
[2025-07-02 13:18:13] Key: G | CPU: 5.0% | RAM: 93.1% | Disk: 59736236544 | Net: (26118383, 144364663) | Procs: 229
[2025-07-02 13:18:14] Key: i | CPU: 3.0% | RAM: 93.1% | Disk: 59736236544 | Net: (26118383, 144364723) | Procs: 229
[2025-07-02 13:18:14] Key: e | CPU: 3.0% | RAM: 93.2% | Disk: 59736236544 | Net: (26118383, 144364723) | Procs: 228
[2025-07-02 13:18:14] Key: H | CPU: 1.8% | RAM: 93.1% | Disk: 59738653184 | Net: (26121752, 144365017) | Procs: 228
[2025-07-02 13:18:15] Key: M | CPU: 7.0% | RAM: 92.9% | Disk: 59738653184 | Net: (26135534, 144378553) | Procs: 228
[2025-07-02 13:18:15] Key: D | CPU: 4.2% | RAM: 92.9% | Disk: 59738677760 | Net: (26143986, 144401329) | Procs: 228
[2025-07-02 13:18:15] Key: 7 | CPU: 9.1% | RAM: 94.6% | Disk: 59738677760 | Net: (26159018, 145302523) | Procs: 229
[2025-07-02 13:18:16] Key: g | CPU: 2.8% | RAM: 94.5% | Disk: 59738677760 | Net: (26159018, 145302727) | Procs: 229
[2025-07-02 13:18:16] Key: C | CPU: 1.2% | RAM: 94.3% | Disk: 59738677760 | Net: (26159018, 145302791) | Procs: 229
[2025-07-02 13:18:16] Key: C | CPU: 2.5% | RAM: 94.0% | Disk: 59738677760 | Net: (26159018, 145302791) | Procs: 229
[2025-07-02 13:18:17] Key: o | CPU: 1.2% | RAM: 93.7% | Disk: 59738677760 | Net: (26159018, 145303752) | Procs: 229
[2025-07-02 13:18:17] Key: b | CPU: 1.8% | RAM: 93.3% | Disk: 59738677760 | Net: (26159018, 145303752) | Procs: 229
[2025-07-02 13:18:17] Key: 5 | CPU: 1.2% | RAM: 93.2% | Disk: 59738677760 | Net: (26159018, 145303806) | Procs: 229
[2025-07-02 13:18:18] Key: x | CPU: 28.3% | RAM: 92.9% | Disk: 59743912448 | Net: (26186728, 145336125) | Procs: 229
[2025-07-02 13:18:18] Key: t | CPU: 17.4% | RAM: 92.8% | Disk: 59743937024 | Net: (26199226, 145343541) | Procs: 228
[2025-07-02 13:18:18] Key: o | CPU: 9.6% | RAM: 93.0% | Disk: 59743937536 | Net: (26208799, 145470389) | Procs: 228
[2025-07-02 13:18:19] Key: b | CPU: 12.8% | RAM: 93.3% | Disk: 59743999488 | Net: (26213670, 145637666) | Procs: 228
[2025-07-02 13:18:19] Key: h | CPU: 7.5% | RAM: 93.2% | Disk: 59744026112 | Net: (26223472, 145711991) | Procs: 228
[2025-07-02 13:18:19] Key: j | CPU: 7.2% | RAM: 93.3% | Disk: 59744039936 | Net: (26240608, 145959423) | Procs: 228
[2025-07-02 13:18:20] Key: a | CPU: 7.7% | RAM: 93.5% | Disk: 59752645120 | Net: (26247880, 145962891) | Procs: 228
[2025-07-02 13:18:20] Key: P | CPU: 3.0% | RAM: 93.6% | Disk: 59752645120 | Net: (26247880, 145962951) | Procs: 228
[2025-07-02 13:18:20] Key: b | CPU: 5.4% | RAM: 93.7% | Disk: 59752645120 | Net: (26247880, 145963013) | Procs: 228
[2025-07-02 13:18:21] Key: e | CPU: 3.6% | RAM: 93.6% | Disk: 59752645120 | Net: (26247880, 145963013) | Procs: 228
[2025-07-02 13:18:21] Key: 8 | CPU: 4.1% | RAM: 93.6% | Disk: 59752645120 | Net: (26247880, 145963013) | Procs: 228
[2025-07-02 13:18:21] Key: i | CPU: 1.8% | RAM: 93.7% | Disk: 59752645120 | Net: (26247880, 145963013) | Procs: 228
[2025-07-02 13:18:22] Key: 4 | CPU: 2.4% | RAM: 93.7% | Disk: 59752645120 | Net: (26247880, 145963233) | Procs: 228
[2025-07-02 13:18:22] Key: i | CPU: 3.7% | RAM: 93.6% | Disk: 59753193984 | Net: (26247880, 145963349) | Procs: 228
[2025-07-02 13:18:22] Key: J | CPU: 2.3% | RAM: 93.6% | Disk: 59753193984 | Net: (26247880, 145963349) | Procs: 228
[2025-07-02 13:18:23] Key: c | CPU: 3.0% | RAM: 93.6% | Disk: 59753193984 | Net: (26247880, 145963349) | Procs: 228
[2025-07-02 13:18:23] Key: I | CPU: 3.6% | RAM: 93.6% | Disk: 59753193984 | Net: (26247880, 145963349) | Procs: 228
[2025-07-02 13:18:23] Key: d | CPU: 4.2% | RAM: 93.6% | Disk: 59753193984 | Net: (26247935, 145963415) | Procs: 228
[2025-07-02 13:18:23] Key: P | CPU: 3.0% | RAM: 93.6% | Disk: 59753193984 | Net: (26247935, 145963415) | Procs: 228
[2025-07-02 13:18:24] Key: D | CPU: 2.4% | RAM: 93.6% | Disk: 59753193984 | Net: (26247935, 145963475) | Procs: 228
[2025-07-02 13:18:24] Key: J | CPU: 1.8% | RAM: 93.6% | Disk: 59753193984 | Net: (26247935, 145963475) | Procs: 228
[2025-07-02 13:18:24] Key: Q | CPU: 4.7% | RAM: 93.2% | Disk: 59753193984 | Net: (26247935, 145963475) | Procs: 228
[2025-07-02 13:18:25] Key: G | CPU: 1.2% | RAM: 93.2% | Disk: 59753193984 | Net: (26247935, 145963475) | Procs: 228
[2025-07-02 13:18:25] Key: u | CPU: 3.6% | RAM: 93.2% | Disk: 59753353728 | Net: (26247935, 145963529) | Procs: 228
[2025-07-02 13:18:25] Key: c | CPU: 2.4% | RAM: 93.2% | Disk: 59753353728 | Net: (26257247, 145963721) | Procs: 228
[2025-07-02 13:18:26] Key: a | CPU: 8.3% | RAM: 92.6% | Disk: 59753353728 | Net: (26257504, 145967128) | Procs: 228
[2025-07-02 13:18:26] Key: A | CPU: 7.1% | RAM: 92.6% | Disk: 59753353728 | Net: (26257504, 145967182) | Procs: 228
[2025-07-02 13:18:26] Key: Q | CPU: 4.7% | RAM: 92.6% | Disk: 59753353728 | Net: (26257504, 145967182) | Procs: 228
[2025-07-02 13:18:27] Key: x | CPU: 2.5% | RAM: 92.8% | Disk: 59753353728 | Net: (26257504, 145967182) | Procs: 228
[2025-07-02 13:18:27] Key: z | CPU: 1.2% | RAM: 92.8% | Disk: 59753353728 | Net: (26257504, 145967182) | Procs: 228
[2025-07-02 13:18:27] Key: Z | CPU: 6.7% | RAM: 93.2% | Disk: 59756869120 | Net: (26276473, 148153030) | Procs: 228
[2025-07-02 13:18:28] Key: v | CPU: 9.8% | RAM: 94.2% | Disk: 59757452288 | Net: (26295390, 148790532) | Procs: 228
[2025-07-02 13:18:28] Key: b | CPU: 3.0% | RAM: 94.1% | Disk: 59757452288 | Net: (26295477, 148790725) | Procs: 228
[2025-07-02 13:18:28] Key: i | CPU: 7.6% | RAM: 93.5% | Disk: 59757452288 | Net: (26296879, 148791111) | Procs: 228
[2025-07-02 13:18:29] Key: w | CPU: 5.4% | RAM: 92.9% | Disk: 59759549440 | Net: (26305095, 148792153) | Procs: 228
[2025-07-02 13:18:29] Key: l | CPU: 1.8% | RAM: 92.8% | Disk: 59759549440 | Net: (26305311, 148792261) | Procs: 228
[2025-07-02 13:18:29] Key: 1 | CPU: 4.2% | RAM: 93.0% | Disk: 59759549440 | Net: (26305311, 148792261) | Procs: 228
[2025-07-02 13:18:30] Key: Q | CPU: 7.5% | RAM: 92.8% | Disk: 59759549440 | Net: (26314493, 149168787) | Procs: 228
[2025-07-02 13:18:30] Key: I | CPU: 5.5% | RAM: 92.8% | Disk: 59761683456 | Net: (26316898, 149173598) | Procs: 228
[2025-07-02 13:18:30] Key: Q | CPU: 2.4% | RAM: 92.8% | Disk: 59761683456 | Net: (26317106, 149174867) | Procs: 228
[2025-07-02 13:18:31] Key: D | CPU: 6.4% | RAM: 92.7% | Disk: 59761683456 | Net: (26317106, 149175087) | Procs: 228
[2025-07-02 13:18:31] Key: i | CPU: 3.6% | RAM: 92.5% | Disk: 59761683456 | Net: (26317106, 149175087) | Procs: 228
[2025-07-02 13:18:31] Key: M | CPU: 6.1% | RAM: 92.4% | Disk: 59762651648 | Net: (26318306, 149175409) | Procs: 228
[2025-07-02 13:18:32] Key: 2 | CPU: 4.7% | RAM: 92.4% | Disk: 59763008000 | Net: (26318306, 149175409) | Procs: 228
[2025-07-02 13:18:32] Key: a | CPU: 0.6% | RAM: 92.4% | Disk: 59763008000 | Net: (26318306, 149175593) | Procs: 228
[2025-07-02 13:18:32] Key: g | CPU: 5.4% | RAM: 92.4% | Disk: 59763008000 | Net: (26318306, 149175593) | Procs: 228
[2025-07-02 13:18:33] Key: K | CPU: 3.6% | RAM: 92.4% | Disk: 59763387392 | Net: (26318306, 149175593) | Procs: 228
[2025-07-02 13:18:33] Key: x | CPU: 5.4% | RAM: 92.4% | Disk: 59763387392 | Net: (26318306, 149175647) | Procs: 228
[2025-07-02 13:18:33] Key: E | CPU: 8.6% | RAM: 92.4% | Disk: 59763387392 | Net: (26318415, 149175767) | Procs: 228
[2025-07-02 13:18:34] Key: K | CPU: 2.9% | RAM: 92.4% | Disk: 59763387392 | Net: (26318415, 149175767) | Procs: 228
[2025-07-02 13:18:34] Key: c | CPU: 4.2% | RAM: 92.4% | Disk: 59763387392 | Net: (26323682, 149511849) | Procs: 228
[2025-07-02 13:18:34] Key: w | CPU: 4.3% | RAM: 92.4% | Disk: 59763649536 | Net: (26352145, 150015766) | Procs: 228
[2025-07-02 13:18:35] Key: F | CPU: 21.1% | RAM: 92.4% | Disk: 59763694592 | Net: (26435054, 150020219) | Procs: 228
[2025-07-02 13:18:35] Key: e | CPU: 1.2% | RAM: 92.4% | Disk: 59763694592 | Net: (26435054, 150020219) | Procs: 228
[2025-07-02 13:18:35] Key: A | CPU: 5.4% | RAM: 92.3% | Disk: 59763825664 | Net: (26435054, 150020281) | Procs: 228
[2025-07-02 13:18:36] Key: H | CPU: 4.7% | RAM: 92.2% | Disk: 59765824512 | Net: (26435734, 150020976) | Procs: 228
[2025-07-02 13:18:36] Key: i | CPU: 3.7% | RAM: 92.3% | Disk: 59765824512 | Net: (26446812, 150031176) | Procs: 228
[2025-07-02 13:18:36] Key: g | CPU: 2.4% | RAM: 92.3% | Disk: 59765824512 | Net: (26446866, 150032693) | Procs: 228
[2025-07-02 13:18:37] Key: q | CPU: 3.5% | RAM: 91.6% | Disk: 59765963776 | Net: (26446866, 150032693) | Procs: 228
[2025-07-02 13:18:37] Key: T | CPU: 1.9% | RAM: 91.5% | Disk: 59768446976 | Net: (26446866, 150032693) | Procs: 228
[2025-07-02 13:18:37] Key: T | CPU: 8.3% | RAM: 89.9% | Disk: 59884584960 | Net: (26446866, 150032693) | Procs: 228
[2025-07-02 13:18:38] Key: u | CPU: 3.6% | RAM: 89.9% | Disk: 59884584960 | Net: (26453540, 150033187) | Procs: 228
[2025-07-02 13:18:38] Key: U | CPU: 3.6% | RAM: 90.4% | Disk: 59884584960 | Net: (26470402, 150038360) | Procs: 228
[2025-07-02 13:18:38] Key: V | CPU: 3.6% | RAM: 90.2% | Disk: 59912083456 | Net: (26470568, 150038552) | Procs: 228
[2025-07-02 13:18:39] Key: J | CPU: 4.7% | RAM: 90.1% | Disk: 59917146624 | Net: (26479706, 150733234) | Procs: 228
[2025-07-02 13:18:39] Key: t | CPU: 4.8% | RAM: 90.1% | Disk: 59917146624 | Net: (26479872, 150733590) | Procs: 228
[2025-07-02 13:18:39] Key: t | CPU: 3.0% | RAM: 89.9% | Disk: 59917347328 | Net: (26480279, 150733957) | Procs: 228
[2025-07-02 13:18:40] Key: X | CPU: 2.4% | RAM: 89.9% | Disk: 59919075328 | Net: (26480362, 150734077) | Procs: 228
[2025-07-02 13:18:40] Key: C | CPU: 2.9% | RAM: 90.0% | Disk: 59919075328 | Net: (26480362, 150734077) | Procs: 228
[2025-07-02 13:18:40] Key: t | CPU: 1.2% | RAM: 90.0% | Disk: 59919407104 | Net: (26480362, 150734131) | Procs: 228
[2025-07-02 13:18:41] Key: O | CPU: 0.6% | RAM: 90.0% | Disk: 59919407104 | Net: (26480445, 150734197) | Procs: 228
[2025-07-02 13:18:41] Key: I | CPU: 1.8% | RAM: 90.0% | Disk: 59919526400 | Net: (26480445, 150734197) | Procs: 228
[2025-07-02 13:18:41] Key: 4 | CPU: 2.5% | RAM: 90.0% | Disk: 59919526400 | Net: (26480445, 150734197) | Procs: 228
[2025-07-02 13:18:41] Key: M | CPU: 2.4% | RAM: 90.0% | Disk: 59919776256 | Net: (26493828, 151106330) | Procs: 228
[2025-07-02 13:18:42] Key: y | CPU: 2.9% | RAM: 90.0% | Disk: 59919776256 | Net: (26493905, 151107922) | Procs: 228
[2025-07-02 13:18:42] Key: z | CPU: 4.2% | RAM: 90.0% | Disk: 59919776256 | Net: (26493988, 151108102) | Procs: 228
[2025-07-02 13:18:42] Key: 8 | CPU: 0.6% | RAM: 90.0% | Disk: 59920044032 | Net: (26493988, 151108102) | Procs: 228
[2025-07-02 13:18:43] Key: T | CPU: 13.4% | RAM: 89.0% | Disk: 59920044032 | Net: (26493988, 151108102) | Procs: 228
[2025-07-02 13:18:43] Key: u | CPU: 3.6% | RAM: 89.0% | Disk: 59920044032 | Net: (26493988, 151108102) | Procs: 228
[2025-07-02 13:18:43] Key: z | CPU: 14.5% | RAM: 89.0% | Disk: 59920044032 | Net: (26494043, 151108168) | Procs: 228
[2025-07-02 13:18:44] Key: g | CPU: 2.4% | RAM: 89.0% | Disk: 59920192000 | Net: (26494043, 151108222) | Procs: 228
[2025-07-02 13:18:44] Key: n | CPU: 3.0% | RAM: 89.2% | Disk: 59920192000 | Net: (26494043, 151108336) | Procs: 228
[2025-07-02 13:18:44] Key: b | CPU: 1.8% | RAM: 89.2% | Disk: 59920192000 | Net: (26494043, 151108336) | Procs: 228
[2025-07-02 13:18:45] Key: 1 | CPU: 3.0% | RAM: 89.1% | Disk: 59920192000 | Net: (26503747, 151977839) | Procs: 228
[2025-07-02 13:18:45] Key: W | CPU: 1.8% | RAM: 89.1% | Disk: 59920201216 | Net: (26503747, 151977893) | Procs: 228
[2025-07-02 13:18:45] Key: 6 | CPU: 2.4% | RAM: 89.2% | Disk: 59920201216 | Net: (26503830, 151977959) | Procs: 228
[2025-07-02 13:18:46] Key: 6 | CPU: 3.0% | RAM: 89.1% | Disk: 59920201216 | Net: (26503830, 151978013) | Procs: 228
[2025-07-02 13:18:46] Key: Q | CPU: 4.6% | RAM: 89.2% | Disk: 59920201216 | Net: (26504529, 151978243) | Procs: 228
[2025-07-02 13:18:46] Key: H | CPU: 2.4% | RAM: 89.2% | Disk: 59920215040 | Net: (26504529, 151978243) | Procs: 228
[2025-07-02 13:18:47] Key: o | CPU: 1.2% | RAM: 89.1% | Disk: 59920215040 | Net: (26504529, 151978769) | Procs: 228
[2025-07-02 13:18:47] Key: T | CPU: 2.9% | RAM: 89.1% | Disk: 59920215040 | Net: (26504529, 151978769) | Procs: 228
[2025-07-02 13:18:47] Key: P | CPU: 4.7% | RAM: 89.1% | Disk: 59920370688 | Net: (26504584, 151978835) | Procs: 229
[2025-07-02 13:18:48] Key: q | CPU: 5.4% | RAM: 89.1% | Disk: 59920712192 | Net: (26504584, 151979146) | Procs: 230
[2025-07-02 13:18:48] Key: k | CPU: 9.8% | RAM: 89.1% | Disk: 59920716288 | Net: (26504584, 151979208) | Procs: 229
[2025-07-02 13:18:48] Key: Z | CPU: 13.8% | RAM: 89.1% | Disk: 59920716288 | Net: (26504584, 151979270) | Procs: 229
[2025-07-02 13:18:49] Key: N | CPU: 6.0% | RAM: 89.2% | Disk: 59920716288 | Net: (26504584, 151979386) | Procs: 229
[2025-07-02 13:18:49] Key: t | CPU: 8.6% | RAM: 89.2% | Disk: 59933954048 | Net: (26515311, 153018382) | Procs: 229
[2025-07-02 13:18:49] Key: i | CPU: 10.7% | RAM: 89.2% | Disk: 59933954048 | Net: (26516516, 153198841) | Procs: 229
[2025-07-02 13:18:50] Key: X | CPU: 4.7% | RAM: 89.2% | Disk: 59933954048 | Net: (26516516, 153198931) | Procs: 229
[2025-07-02 13:18:50] Key: 1 | CPU: 4.8% | RAM: 89.3% | Disk: 59933954048 | Net: (26516516, 153199039) | Procs: 229
[2025-07-02 13:18:50] Key: z | CPU: 3.0% | RAM: 89.4% | Disk: 59937765376 | Net: (26516516, 153199039) | Procs: 230
[2025-07-02 13:18:51] Key: I | CPU: 11.3% | RAM: 89.8% | Disk: 59937765376 | Net: (26542399, 153227137) | Procs: 230
[2025-07-02 13:18:51] Key: m | CPU: 5.7% | RAM: 90.0% | Disk: 59937789952 | Net: (26550998, 153234224) | Procs: 230
[2025-07-02 13:18:51] Key: Y | CPU: 9.4% | RAM: 90.0% | Disk: 59937789952 | Net: (26552287, 153234616) | Procs: 230
[2025-07-02 13:18:52] Key: F | CPU: 11.0% | RAM: 89.9% | Disk: 59937956352 | Net: (26552512, 153234880) | Procs: 230
[2025-07-02 13:18:52] Key: n | CPU: 29.5% | RAM: 89.9% | Disk: 59937956352 | Net: (26561947, 153338222) | Procs: 230
[2025-07-02 13:18:52] Key: j | CPU: 7.1% | RAM: 89.9% | Disk: 59937956352 | Net: (26574458, 154224308) | Procs: 230
[2025-07-02 13:18:53] Key: R | CPU: 9.1% | RAM: 90.3% | Disk: 59939944448 | Net: (26607499, 155721639) | Procs: 230
[2025-07-02 13:18:53] Key: V | CPU: 2.9% | RAM: 90.3% | Disk: 59939983360 | Net: (26607900, 155734276) | Procs: 230
[2025-07-02 13:18:53] Key: W | CPU: 5.8% | RAM: 90.5% | Disk: 59941262336 | Net: (26608038, 155734408) | Procs: 230
[2025-07-02 13:18:54] Key: g | CPU: 6.1% | RAM: 90.4% | Disk: 59941262848 | Net: (26620944, 155781054) | Procs: 230
[2025-07-02 13:18:54] Key: C | CPU: 4.8% | RAM: 90.5% | Disk: 59941266944 | Net: (26640265, 156497110) | Procs: 230
[2025-07-02 13:18:54] Key: 8 | CPU: 4.8% | RAM: 90.6% | Disk: 59941269504 | Net: (26655872, 157209508) | Procs: 230
[2025-07-02 13:18:55] Key: K | CPU: 4.8% | RAM: 90.6% | Disk: 59942072832 | Net: (26658305, 157212177) | Procs: 230
[2025-07-02 13:18:55] Key: t | CPU: 6.1% | RAM: 90.5% | Disk: 59942073856 | Net: (26667513, 157223497) | Procs: 230
[2025-07-02 13:18:55] Key: 5 | CPU: 4.6% | RAM: 90.5% | Disk: 59942110720 | Net: (26667596, 157223685) | Procs: 230
[2025-07-02 13:18:56] Key: 8 | CPU: 3.7% | RAM: 90.1% | Disk: 59942110720 | Net: (26667596, 157223747) | Procs: 230
[2025-07-02 13:18:56] Key: H | CPU: 1.8% | RAM: 90.1% | Disk: 59942443008 | Net: (26667596, 157223861) | Procs: 230
[2025-07-02 13:18:56] Key: w | CPU: 0.6% | RAM: 90.1% | Disk: 59942443008 | Net: (26667596, 157223861) | Procs: 230
[2025-07-02 13:18:57] Key: U | CPU: 0.0% | RAM: 90.1% | Disk: 59942443008 | Net: (26667596, 157223861) | Procs: 230
[2025-07-02 13:18:57] Key: N | CPU: 14.7% | RAM: 89.6% | Disk: 59942443008 | Net: (26672825, 157228334) | Procs: 231
[2025-07-02 13:18:57] Key: t | CPU: 23.4% | RAM: 90.3% | Disk: 59942800384 | Net: (26680603, 157278437) | Procs: 231
[2025-07-02 13:18:58] Key: F | CPU: 2.5% | RAM: 90.3% | Disk: 59942800384 | Net: (26680603, 157278657) | Procs: 231
[2025-07-02 13:18:58] Key: W | CPU: 2.4% | RAM: 90.3% | Disk: 59943087104 | Net: (26680603, 157278657) | Procs: 231
[2025-07-02 13:18:58] Key: f | CPU: 4.1% | RAM: 90.3% | Disk: 59943087104 | Net: (26686218, 157283554) | Procs: 231
[2025-07-02 13:18:59] Key: a | CPU: 0.0% | RAM: 90.3% | Disk: 59943219200 | Net: (26686444, 157284718) | Procs: 231
[2025-07-02 13:18:59] Key: 4 | CPU: 7.6% | RAM: 90.4% | Disk: 59943329792 | Net: (26687729, 157286867) | Procs: 231
[2025-07-02 13:18:59] Key: Z | CPU: 3.0% | RAM: 89.6% | Disk: 59943330304 | Net: (26688777, 157289873) | Procs: 231
[2025-07-02 13:19:00] Key: J | CPU: 4.8% | RAM: 89.6% | Disk: 59943331840 | Net: (26689844, 157292525) | Procs: 231
